position,title,link,domain,source,date,date_utc,snippet,thumbnail,block_position,country,scraped_at
1,"Prohibición de las redes sociales para menos de 15 años, dice la advertencia francesa francesa sobre los peligros de Tiktok",https://www.elpueblo.pe/noticias-internacionales/prohibicion-de-las-redes-sociales-para-menos-de-15-anos-dice-la-advertencia-francesa-francesa-sobre-los-peligros-de-tiktok/21466/,www.elpueblo.pe,El Pueblo,hace 10 minutos,2025-09-12T01:07:19.150Z,"Los franceses menores de 15 años deben ser prohibidos en las redes sociales y ocurrieron durante la noche “Tolt digital” durante 30-18 años,...","data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAFwAXAMBIgACEQEDEQH/xAAbAAACAwEBAQAAAAAAAAAAAAAFBgMEBwIBAP/EADsQAAIBAwMCAwQHBgYDAAAAAAECAwAEEQUSITFBBhNRImFxgRQVMpGhwdEjM0SCkvA0QmJyseFDUpT/xAAaAQEAAwEBAQAAAAAAAAAAAAADAgQFAQAG/8QAJxEAAgIBBAEEAQUAAAAAAAAAAQIAAxEEEiExEwUyQVGxFSJScZH/2gAMAwEAAhEDEQA/ANEFfGvsioL6c29nPMi7nSMsqnuew++gkxzxKuoaxZWDFJpgZQMmNOSo9T6VWtvEmm3LALMVz0LqQCfTmpND0PTLCINfKlzezHdNcznLSuepx2HoB0GK48XpbadaLqUMajYQjAL7Lg9iKHy88Sx4MDmR+EXV/HXiR42DI9tZkEd/t08ikrQr6wtpH1XYUFxEsTlRk+ySVz97f2aOL4k0wj97IPjGa1NOr2JlRMfU4S0gmGCa8oUPEWmH+II/kb9K6Gv6Wf4tR8Vb9Kbw2fxP+QN6/cJVHIspb9nIqjHQrmqY1vTD/GxfPIr0axpp/jYP66543+jPbh9yxtn7vGf5P+642T5/8P8ASf1qnJqMJhlWK/txIfsMZFOOap3d85upDFfgRZGzy3ixjA9eeuamtbEyJYCdlqr3yme0niUgF4yAT2OOK6Zqjdsg1kkcTZEG6b4e1C60AJqF+0N6JCEeNugwOMnrzmjr6fAmjPp1xNLc+YhVjKctz+lL8WofRdYEc8FxOCAFYzqsSehKk5JPHQGjs3loDdu7HaMKtVGys0gu7nMANo40bSZXj2+VHlpW3A7125JPHBU++hOjXyatZPe2MMxt4+d8ihckdhk80E1Wy1K98VXmmS3jpZz5numxnZCSDtz6Z3DFU/HGrLEYNK0siK2t1Gx4HwGGPdX0PphemlnY/tmDrwt1wRRyIZk8Z6Oyyb2C49lh9GOQfkKjj8aaGuf2+cnPtWsh/Ks3QZbnvV0QSTWy2lvaLJP5jS+YiEylQvK/7RjNONZYykqBiEdHWOzNEHirSGBcSR7cZOYJB+VcjxVoTA4uYBkddrjFLXh6xXVYrey87yVupBG74zgeuO59Kk8beFNM8Nw2Ulpd3FyLxX2FmU7Su0EHABxye2c8U+p1LUlAB7hn5h16VHzz1GI+JdDYf4i0/rYVAdc0g4A1G1GOP3gFZ1LbpFbQy+dmSRmDReWwKAYw2cYIOe3pViOQQggW9tJk5zLFuI/EcVGvXWHPH5nm0iD5M3tjiomPFcXlzFbKDK2CeijqaXtR1uf2ltlEY/8AfG4/pWGlLv0JotYq9yXXdUj0y+s3NvFJM4ba0v8Alx0+8mrmiai2tyie6kXbGeI14A95pEu7JpZxLciZ1ZvaKe0+fUZPPp1onZXD28LytptyysPaSHG4JgYyxGC3cnoc49DXbNESe5OvW7VwRJdd1gw+NbyLT/o5DW6W87TcrIMbsDH+7Hy+VZxJ5FtdSQ3Mn2Ny4WQZBwcde2cZ91aL4j0xPqx79LYC4tYmkIGGymDkZPUjkj54q34StkvNEWW4somtndjHP5Y9vn2uevWnCOmKswPIrZsx/cy1pYMAiaPI/wBQq6xT6RZ+XqFvGJtqtLHNzCCcEvg5HB591afd6LZrlo7W2lXHIaFcj8KpDTdPPP1dZf8Azp+lBdrHqzWyYzLNdC2jcrRe1ePQdKgjg0XX0v0PVt6hkYY9O3PHw6mlq/ubzVLtmubyS5lC4V5pw2FHYFj+A71oOoaXp/1dckWFoG8s4IgXI/ClO08OS6iRFb2iDcMBioGKT9Qa+pVI9sNtN4mJz3CvinxRp/iHQbDTbOw8q8hIOcccA+ymMkkngUqrgDbJ7LrwytwQfhWkt4b0WdIDJpluskYGGjHlnPv24yfjVoaFo2OdHsGPctbISficc0CepBCTiPZpGs5JlfUb9rjUBhgUeQgD0A4X8vxqSSLcSrDr2oHeie0+jSSKymORftKRkdj8xTLDLFPCGRRnAYYrXQADAmO2ScmU7aNRGxA/dkkHHpViIpFHKmWJZRuGBgDeuCCDz3q5p+mtdw3ATeJJci3ORtkYDJQ+hI6VxqVqkdvbX1krrZ3DpGYmB3QyA8q3p9n7/wAYG1N+3Mn4m2bpHqlidS0y8tPM8vzodm70Pb5UnaZjQ5rePVbt4rywJiQbiY5oCeNvwJJ+WPg+RKrW5uCwCGTb8cD1offPCv8AiEVo41LHcoI495rrqHO4fE4pKcHqR6Lq9hf3myO8jdxkBM4JHf41zIoileMknaxH3UqjT0VGLyoZvJW9spI+u5Ptxg+mCuKaLyTzJhMxGZFBOOhPQke7Iz86y/UMsgJ7E0dDhXIHRkiqkuIz0YgEUx6daRW7xhV/zClm2IE0Z/1j/mm+LiQE+oqrpejH1PYgGRtszr6MR+NdCUY/6qG6wLycekrf814Cf7FUj3Li+2VfG2nahdWSNBA/mpIlzOQhLFS2FiHHOByQPTND7CC8t9qNa3SDOEJiYflV3XfE2rWSRosrrIXy7GFcY6bRxUN1qurOw86eXGSFJjABIPOOK3qLSq4mPegZo16MEitpYpg0Um7Lg5BUjo4HquOR3FEAbWdZlvJIFjnXbPFuAyevmA988HPuFLOnXN3KTcyyl5cMWyBzkNnOPnUrajHJdzKuDJE7I3mKCRg479vSq94BctHpJ27OISGn2lpodzZrqEVxg+ZFtHt8diPf+dKWtwXzafcJbQSM8oCezwwUkAn7s0xm3a5tpRBs88odp4BzjjmlKfUtQWFwfpSSLIFK7DnIPIpqLhtbmDqKm3CQXMVwIbEW9ldGe1dSNqAAKchhyc9COg7VY0yS5kht7OW2LSxrjeskRUgKOwbd1DdRTFFGJ7WWMXksRkXiTG0xnpkcdfjShpF7BbeIorQ3StcRyvEVB9piMjOPf1o7W8oIMlWPGQRGSGxuhIhNuR7Q7j1+NNSRSM2VQnHNCsXG4ezLjPXmrxaZB1kA+JoKkCdRbXLGD7nSr+a8naG0ZlaRipyoyM+81CdMv1ODatke9f1q6JpJLuVfNbHbEhr0y7T7LsQQD9v1FCaFPMYXMOINvtetNPmHl2xumW4O+NiMujAHaPT9okbfykd81Xkufp+mWct+sslxGQcs2BJxgjA4Kg55PPbnk1HPpttJrbO6ktGquOepBOM/cK9t5hJErNCnI6ZbA5xgc1bUnbKzY3SC6e4e1kELMZmHQDGeeenuoDNf3P0kySzMwUkKiscMMnk+vXvTcFQWzzLGFZASME4OPnQX6vtY41Pl7iQPtGpJONKK61cjhYIefVSfzog98/0ZTqSRMxAZIU3KfduOelWre0totjpAgfsfSvJbKBZA5Xcz5LFuTmvbQJzcTCSSvepDLLEpYovAyAOO3NKtlYTw6tfrHo8cQjmlH00NllGMqAS2cnjt0Y082/7GNVjwAAB9kenwqLSyWvdZBIwLpcewveCL3UZJzJgCRWZaS1t3ZyMqMk1NcrukDRk4YD4ntRe3tle2VHJKgqQNqjsfd76s/VsDlAS447Y/SpCcPcVYxLHcBmGFDdj2zXdpaM8bblztdlBz1GaM6raRWpRYgfb6k8mgtyoSdtvc5NC77RFRdxn/2Q==",1,pe,2025-09-12T01:17:33.431952
2,Perú y Venezuela superan los 5 millones de votos en la final del Mundial de desayunos de Ibai Llanos,https://elcomercio.pe/provecho/tendencias/mundial-de-desayunos-de-ibai-llanos-resultados-del-peru-vs-venezuela-gran-final-noticia/,elcomercio.pe,El Comercio Perú,hace 22 minutos,2025-09-12T00:55:19.152Z,Perú y Venezuela son los países que clasificaron a la final de la contienda gastronómica virtual del 'streamer' español. Conoce en esta nota cómo van los...,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAFwAXAMBEQACEQEDEQH/xAAcAAABBAMBAAAAAAAAAAAAAAADAAIEBQEGBwj/xABAEAABAwIEAgUJBQUJAAAAAAABAgMEABEFBhIhMUEHE1FxoSIjMkJhgZGT0hQVFnPRFzOxwfElNVJydIOUsvD/xAAbAQACAwEBAQAAAAAAAAAAAAAAAwECBAUGB//EADoRAAIBAgEGCggGAwAAAAAAAAABAgMRBBITITGR0QUVQVFTcYGh0uEUIjJCYZKx8DNDUmKCwQYj4v/aAAwDAQACEQMRAD8AvmurlNjVbvr53K8WdwgzsN03ITsadTrENFJIiFCiQLVsjO5WwSLLUyqy+FVnTUiUXMeS06kAkEVklBxLXGScOS8nUyd+yphWydYWKWY6nDTeW62yOWtQT/Gt1GjPEfhxb6kUlOMPadiJ+N8Mi7JL0hXDzaLD4qt4XrfT/wAexVXXaK+L/pGWeOpR1aSum59lu3EGGwyL+k4ouG3gB412cP8A4tQjpq1HLq0bzHPhOfuxsUEzHMUmk/aJzxTf0UHQPgm167NDgvB0PYprt0/UyTxdaeuRXH21usjPcYQKhlrnT8OxNyORc60eziK+X1aKkemTNohYkxJRpKgQeRrn1KMosYncbPhspaL6loQ3zUo2A99TRc5yyYq7+GkiTSV2zS8VxnCYyiESkvL7GBr8eHjXocNwPjqqu4ZK+Oju19xkqYyjHlua/IzVKZQHYkTQ2okJcdNwSLXFh3jnXVp8Aw/Nlfq8zNLHP3UQn824zIGhc9xtB9Vk9X4jfxro4fgvAUXfNpv46froMtTE1p+8V6nA+orWoqWrcqUbk12IqFrRMTyr3YFbdjtS5QsXTuYQog2oi2iWg6DcU6LFNGFrSkVEppImMWyKt66tqyyq6R6gdV/BGcGv3GEFX+d9sfzryawbftrZbeehtRWqtHZLwgHcl9ISz5uGlj8pxAPxKq108Lhoa6bfW1vFSgnqxEV2S8JDc6Ns7yHAqXEceN/SckIWQPZdVdSjjIUVaFKy+FkZJ4GlN3eIjsl4S5x7o5nvwIbeEYDJRLQhCJD7rrSQvSnTcJDhAJO57u+rQ4Qld5UXbs3lZYCi9VaOyXhDTsm5hk5WZwxGXGW5iNy+gMBNybKsL+SSnT5Q4kcBSfSv9jlku3ZvGeh07Wz0dkvCV0To1xlOEOx5WBOGWsFPXMutJOm4IBJUeY424VEsVJyuou3ZvJ9DopfjR2S8JTJ6KM4J4YcPnI+qmLGte4+7eVeBov8APjsl4Qyei7N4FlYZcfnN/VTo8I88H3bxb4Oo8leOyW4avoqzYfRwz4ut/VUPHx5IPu3krAU+njsl4TH7Ks4W2w0fOR9VQ8f+x928ni+j08dktwM9E2cFHfDh85H1Up4xv3H3by6wNFfnx2S8I79kua7n+zSd9vOt/VWSdarJ3yX3Gylh8HGNnVV+qW47dLztAQ4tuK4hx1L62A1uVKWkXIty237qnLRz4001pZZ4djzc7A/vJuO5qSdLjCTqUld7EbceN+6mCpJp2DM4umR1yWYsjW22V2WiwUdtgefGpirtJi6knGDkldoUXEnFREuvRlpUV6SADbnuLgHlVqsVCVk7lMFOeIp5U1kv757GVYu2NhGklV7W6ul3Nqw7fKtpLiyUyUFaW3EAG1li16kXOGQ7XD0FBUAKgBUAKgBVAHMZGXcy4VOfbw2MmZGUSI60uoSEpJ4OBW9xfiL3sPaKhxV9A6NZpaTa8tYFKwPL32NL6FTnXOuedA8nWojVa/YBb3VdsT8SSlrGwry30rSFm4slOtNzw222tz4moAlsfeKXWUvBgtaEhwi+rVbc9nGgCfQAqAFQAqAFQAqAFQAqAPJH4jxoj+9po/3lfrXT9Cw793ve8njPFc6+WO4tpObXxgyUNzZbc5QJUoPLWE2V2k7Egcr2rK8FGM72uutjeMa7XtK/VHcVjGYccdA04nOJ/OV+tOdLBxXrK3a95anieEKrtT0/xjuD/euPnc4vMSPz1Viq1cHH2Yt9r3nVo4ThOdsuSXZF/wBf2bQ1lLpGeaQ609OWhaQpJ+2pFweHrVkk8rTGFu3zGqdGDtOum1+3/keMn9JY9eZ/zU/VS8mX6Xt8y/pOH6WPyvwhUZR6Rh6QmE/65P1UZEuZ7fMdHGYRa5x+V+EI3lPpBKx1iZwTz0zU3/71Macr6U9vmLr42i42pTgnz5L8Jb/hrNPUtNiLiYO4cV9rTfe3DznfVpRbtaL2+Zzs7Pp4/K/AWcrAcV+xFqLhuLh0EaVqmJJ473PWdl6JQurKL2+YZ2d/x4/K/AUuNZZzg+3DGGRsQZWhrS+ozUgKV3a/HwoyHb2Xt8xc6lb3cRBfxfgFEy/nlmM22uCtxYB1LdkalE3PMOipUf2v77SMurbTiIfK/AcgjIQSAtR7hW6fCE7eqicPwVRk/wDZLZoJvUtaLBIrJPE1Z+1I7NLg/CwXqQX1AtqLD1vVNJektB5qduQsEm4qkloZ0qbu0en4MhEXL8eQ76DURC1dwQDWyDtBHhq6vWkvi/qaxIzw8pgSIUNxYDfWrS62pCQm5FtR9bY+BtaoU7uxbNK2g2ZWJLdiw5UGKqSzISF3SbFKSAR/GmGcY7LxBcRp1iEUOqX5TbhuQPj40ymoNvLZlxU68EszG/31okOSpCFHTDUsC2wVv+n9KWbowi0rysMTOkqcsYDoTsLlQqC7pwS9tFjUiBUAeNVNLaVvWW9z0bpypsOw6RsaqzTSqcjMv+VQiavrB4zl0i/HhVZamaMPPVc9IRcx5bewNmHLxeDpXFS04gvgHdNiK0QrQUVpPN18Bi3Vk1Tet8hpRw2ErXCVnTDTAcVZx0O+eU2PVtfTe21/DlU52ne9yPQ8a42zb2M3WRjeXjDZiw8xQ4rbSOrToeHo2sOfIgeI51Oep/qF8XYvopbGR/vfCQtSxmuKUFKgEqduEk339Llcf+2oz1PnDi/F9G9g5ONYP1zakZqhkI4IL1wRq1b+VvzHdRnqfOHF+L6N7Aycw4Qluyc1Q7lwrJK0nY2OnjsL3t7DRnqfOHF2L6KWxlh+Lcu2v99Qfnioz1P9SDi7F9G9hkZty8eGMwfnijPU/wBSDi/F9G9h5cA60bis56ZLL1mDFI3AoyiPR3yDQysnTpNFyM1LUYkJMZFybE1K0la6zEbsiIbW+u+9qs2omGFKdd3ZYNRQlI7aU5XOpSw0YoeNbZ43FQMV4G5ZBeZnKlYPK3bkp6xCTzUOI+FvhTaL05L5TkcNUVUpqrbVoYXF4C8t4ixLhtPNlK7+V5TZ9mqwO/Cxv30yXqu542pBUpXig0eO+pp6Rg7AlRXVqcR1ZutCjuUrHIjt7LVza+ElOd1qPR0sZRrxUnKz5blbNbDqHZD5ShH7tSCsLUm/CwBsDsd+HKppUpRSX35mhVVSTbehab6l2hpM9LfVM4R1bUVpsJHXatS1cSdvaefZXQTyVaJwsRUqVqjm2u01hDTaBa9Z7n0ONOMR5WlI4fGixZyiiFJnttCybKV2CrqFzFXx0KehaWQkNuy3NbpNuXsqXJR1GGFKpiZZUyyZZS2kC1JcrnWp0lBaAlqLjBqgDQVauEw6U5huIR5jN9TLgXbtHMe8bVZOzuZq1FVIOD5TuKRDxiC2paEOtOoCk3AOxFb9aPFVKdm4SNdk5GkMyVu4RK6nUL9Y44Um/YAgClunzCY0KcbvTfrsu4JCyTFjhZlOKluuABZc4e4d/bUqlHW9JojPJXqq3O9be36Fs1lqEEC0SP8AKT+lXsLyUcFcxD/BwrIonr541e6Q3ZbrhsCfdV1FGGpipzdkPjRys6lVWUuQbh8M5PKkT03bAA4UpnUinFWQRLp51Fi6m+UKlQVVRqdzKk0A0MI7akpY6d0bzjKwhUUq87EVbj6h3H8x7q10JXjY8vwvQzdbLWqX1N4bcJFlU85I8gHegAiSAKAPJ6lEm1JSOnKTZJjISTS5M24eEblo0AEi1JZ2YKyC1A0wUi16CGlYYlRB2oZRNph0Ekb1UdFmSKCWbJ0dyHWcyttIVZDzS0rHbYah4inUXaZyeF4KWGu+Ro6qFmtp5QktKJFABdRoA//Z",2,pe,2025-09-12T01:17:33.431952
3,"Chikita Meidy abrió su voz sobre la intimidación en la infancia, ¿Nagita Slavina estuvo involucrada? Esta es la respuesta",https://kancha.pe/noticias/chikita-meidy-abrio-su-voz-sobre-la-intimidacion-en-la-infancia-nagita-slavina-estuvo-involucrada-esta-es-la-respuesta/37250/,kancha.pe,Kancha,hace 12 minutos,2025-09-12T01:05:19.154Z,"Viernes 12 de septiembre de 2025 – 08:02 Wib. Yakarta, vivo – La presentadora Caren Delano es conocida por su estilo simple. En un programa que se comparte...","data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAFwAXAMBIgACEQEDEQH/xAAbAAACAgMBAAAAAAAAAAAAAAAFBgIEAQMHAP/EADYQAAIBAwMBBQUHBAMBAAAAAAECAwAEEQUSITEGE0FRYRQicYHBBzJCkaHh8CMkUrFy0fEV/8QAGQEAAwEBAQAAAAAAAAAAAAAAAAEDAgQF/8QAHREAAwEAAgMBAAAAAAAAAAAAAAERAhIxAyFBUf/aAAwDAQACEQMRAD8Af1qXFYAxUsVhDMVhsAEk4FTxS/231E6b2fuZEJEkgEUePM/tmihBO7V9r7i5uZLbTJXitozt3x8NIf8AqgsEfaayU3Vul6mfeJLZ3fGs9k7WK61Myzk91bjPC5yx6fWujPf2hsXbvAFXhtwIx+dJ6hbHi5Ip9hNfOr2ssV0395EQzA8EqR1/Q02eGa4tpOpDSe2KyrJmEzFGIPBR/wCCuzocrxWvhFqMyT51GpmoYpBDNYxXq8KBM3gVnFeFSpGiJxikH7VbgDTYIlIz3uT+X/lO19e21lGJLqZIlZgoLHHJOK5D221Q63fL7K3eQxkrEo8eeWPln/QFAxj7GaXY2/Z7vLxY5/azvORu9AB+VE5bSwjsRaqRApce4G2nny/ahHYkSW+jRwXib4SSwDD7uT0rb2nubDS4hcNPLIgPuQqSdx8qk26z0MLPD2KHbbTbax1W0jtpXcyoS2WLEc8fz0rrfZ4XCaPZJec3CwqJD64rhz6m9/rceoTKAFZSkfgqg5xXd9PkWS3jZDlWUEVb4cG2nqot1jFSrGKRkwRUdmeuaxc997PJ7OFMu07N3TPrSzJ2Sad2lvtVnmnY5Z9ijPy5xRYZY4CtGoT+z2ryDr0FbhxQrWi0kZhQ84z8/Cs6cRuATWIRqVt3M0YnUHkPyfiKHWOiWtkxkkj2qeCCAqjypjhtiOT481tltQ8TKwyp6iubkzUNWl2Kva7VwNvBA4oRrejRXZdJEHdqpO7HQ460Xhgns1JtyGBGFWQ/d+daJdPu7reLq7zEQQUjXbu+fX9adXZV+R8YcOhYJtPrmu39lLhX0e0w2f6YA9ccVx7tDZCw1a5gAIQSHZkdRmnz7P7ozaOItxzbuVX0U+8P9mujWoqQh0deRUuaH2l1k7Hxuq+rAjimmn0I8Qaic1MmolqYF7uhQC8YPPJ5EkZphdtqM3gATStI+AWIPrioeRlEjOnn+2QNncpKnPocfSrTTwqMPIg+LCqFjIjvNtU4EnGR8/rVqU+4TiomicT97GpByC3B9Aaz3gJ7onBOMZr0YVQq+NSdwIySBgDPIpAIv2jaB7YIrq2Ko1vGcrtOXBOccfP861fZ9bPb2VwJVKOxVtp8BimXULzuCHDRkZ53njH0oXp5dbk3KRN3ZYhgozlfOqcnxgJe6F5pDlSD0ojYXwkIjkPv+B86D3ThZMZ4Nae+cMpQkchsijGnlmNIdIk7wcVP2c+VV9DuBcWwcdeh9DREir2iRpvi/sriNSxYYwKXJ1ZUbOQaaxQ+SJXefeoOWPUVPapTCov6aMQb2GGJPHl/MVckIZBioRRrHGqqOlTk/CPSosDPImU5wtV+8B3J+HoRVpuq/Oqrr/UbApABLuxTMk1x7/d9FPOT4YHnTToVlAdLty0fvFMn50EKE3Ykk3sB0QDIz5/rTFo0pkh2kYKMV2+WP2xVMDF/W9NMF3GdxMZJ93woLrckVrhmuVRsbtoDbviCv1BFO+oILm7HGUhzyf8AKgtwEub0KBmOPk+RPgK08+weLmsC6dreq9ng0l7pzvDMP6e6UKS3hk84/nFEbftnrM0e9NDR1J4ZGcj88c0QttFhudV/+lcIJZEXEKuSVXpk4Pj+nHnRC3t47NWiiUBN5YLnIXJyQPTOaokQml9DgHNU24eb/katITVaT79x8fpSZfxdgS1bvIQ3qR+pH0qeNzgUM04ZtA2SDufkHHia2Qs/sokEj7iRzurnfYNFxnJvo488d0xx8xUJ5Y4XLP0AyT5VqILsHZm3BeoOKouuVtpGZmcOSGLZI900BC+O/uQgtkMatyWeNgcemRirVhbXOm2skMLM0sjFhMecE+JFTsxgNLkkp0BJx0qxa6hNNGSQg97HAquPRTjmUlqi2sWnW8VhI7TEbWViS3Tkt5HNKOrX76U8cccaSHqyvuUn1Bxg06tEu3d1ZupPjS7rukw3G+4M1wrDjaHyh4/xYEVt/pHTcgsR9r9S7xdrLCgGDGY9yE/H71Eou0d66bo7oqD+E2xlx8GTjHx5pat23vKmAArMowPL+fCouiqfug55rHNkKz//2Q==",3,pe,2025-09-12T01:17:33.431952
